,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image,filename
7097,23905,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Fila Men Carbon White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/64fa2e36c3882377f32fa2c7e8db95a8_images.jpg,23905.jpg
36954,27724,Women,Accessories,Bags,Handbags,Beige,Winter,2015,Casual,Murcia Women Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/36ea2002a8f57dfe53f5d74cc88d4aa4_images.jpg,27724.jpg
14645,55365,Women,Personal Care,Nails,Nail Polish,Gold,Spring,2017,Casual,Revlon Mushy Mauve Nail Polish 356,http://assets.myntassets.com/v1/images/style/properties/Revlon-Mushy-Mauve-Nail-Polish-356_2a5b5eb50868dc99ec21554580e3d265_images.jpg,55365.jpg
35338,2928,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual,DUSG Men's Earth Warrior Organic Natural T-shirt,http://assets.myntassets.com/v1/images/style/properties/d4203dc158abe2e682d00b5e42ea40cb_images.jpg,2928.jpg
5255,38806,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Marvel Men Red Printed T-shirt,http://assets.myntassets.com/v1/images/style/properties/2480b80f5bb82999648dcd4bea9181c0_images.jpg,38806.jpg
3917,55464,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017,Casual,Revlon Super Lusterous Mulled Wine Lipstick 305,http://assets.myntassets.com/v1/images/style/properties/Revlon-Super-Lusterous-Mulled-Wine-Lipstick-305_a4d2e60d301b486b4013d330a0794d10_images.jpg,55464.jpg
14946,7009,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Classic Polo Men's Red Polo With Stripe T-shirt,http://assets.myntassets.com/v1/images/style/properties/66466f51236bec165677f09f5aaf1780_images.jpg,7009.jpg
17184,16112,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Numero Uno Men Casual Black Slipper,http://assets.myntassets.com/v1/images/style/properties/dee80f2bddc1e9e405f78c8f1e81de7f_images.jpg,16112.jpg
23172,22755,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011,Ethnic,BIBA Women Solid Navy Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/588b3c69cfbe62183a2af67cfc3f7b87_images.jpg,22755.jpg
32084,33907,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Citizen Men White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/718dc7746a58e718495c3bfd8fd2c551_images.jpg,33907.jpg
17027,11906,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013,Casual,Franco Leone Men Casual Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/f48635703bfe6f738a69bedb6fc0843d_images.jpg,11906.jpg
21100,55644,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Black-Heels_9185563bc043ce29b4ba7e41920703da_images.jpg,55644.jpg
22462,56275,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual,Biara Women Black  Bra,http://assets.myntassets.com/v1/images/style/properties/Biara-Women-Black-Bra_1c58295979ddf2c4ba301b4306881cbd_images.jpg,56275.jpg
38640,18953,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Levis Men Fader Stripes Flat Knit Crew Pack of 3 Socks,http://assets.myntassets.com/v1/images/style/properties/Levis-Men-Fader-Stripes-Flat-Knit-Crew-Pack-of-3-Socks914bc838a57cbc9784d0e357f449e2da_images.jpg,18953.jpg
14174,16837,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Idee Women Funky Eyewear Brown Sunglasses,http://assets.myntassets.com/v1/images/style/properties/fe4414f45233a99ee86408076d5ec77f_images.jpg,16837.jpg
27275,7961,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,Puma Men's Graphic Mood Indigo Navy T-shirt,http://assets.myntassets.com/v1/images/style/properties/d65f839039f997ca2ea8685d2427b4f5_images.jpg,7961.jpg
16516,44629,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Sports,Nike Men Black Running Track Pants,http://assets.myntassets.com/v1/images/style/properties/c6deecc8de0146fa6197e372f74bd28c_images.jpg,44629.jpg
43719,11332,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,United Colors of Benetton Men Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/ff995fb1529ec93cd651965dbe78dafd_images.jpg,11332.jpg
32746,28784,Women,Apparel,Innerwear,Briefs,Pink,Summer,2012,Casual,Enamor Women Pack of 2 String Bikini Brief,http://assets.myntassets.com/v1/images/style/properties/02952bb76001be217caee045d929149a_images.jpg,28784.jpg
40635,35360,Women,Footwear,Shoes,Heels,Yellow,Summer,2012,Casual,Senorita Women Yellow & Purple Flats,http://assets.myntassets.com/v1/images/style/properties/Senorita-Women-Purple-and-Yellow-Sandals_0b527170ecc0341c4cdfc1c28c57a25c_images.jpg,35360.jpg
26311,46842,Girls,Footwear,Shoes,Casual Shoes,Pink,Fall,2012,Casual,Barbie Girls Pink Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/420d3e7f80b6c945441928c6e94eb18c_images.jpg,46842.jpg
21599,50569,Men,Apparel,Innerwear,Trunk,Brown,Summer,2016,Casual,Chromozome Men Pack of Two Brown Trunks,http://assets.myntassets.com/v1/images/style/properties/Chromozome-Men-Pack-of-Two-Brown-Trunks_52ddd7aff7e250a36a8d38eec8d8adae_images.jpg,50569.jpg
31056,2332,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual,Reebok Men Stripe White Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/c351c43a728ceede40a2aa986325838b_images.jpg,2332.jpg
35514,59133,Men,Apparel,Topwear,Jackets,Brown,Summer,2012,Casual,Just Natural Men Brown Reversible Jacket,http://assets.myntassets.com/v1/images/style/properties/Just-Natural-Men-Khaki-Jacket_3170a30b75fae4c2bae990e77a94c940_images.jpg,59133.jpg
43914,25332,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO G-Shock Men Black Analogue & Digital Watch GA-201-1ADR G362,http://assets.myntassets.com/v1/image/style/properties/25332/Casio-Men-G-Shock-Black-Watch_1_d1799fc35df9b76a5d65d627f67e4890.jpg,25332.jpg
38990,20416,Women,Accessories,Belts,Belts,Red,Winter,2015,Casual,Baggit Women Creeper Hoor Red Belt,http://assets.myntassets.com/v1/images/style/properties/0f5a28365f12e16904f349e962d62e98_images.jpg,20416.jpg
20636,2203,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports,Adidas Men Blue Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/10330b36d26259dbb75ba2960d18550d_images.jpg,2203.jpg
26663,39180,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Aneri Women Black Kurta,http://assets.myntassets.com/v1/images/style/properties/35030324c621cf99fdd26cf08be25432_images.jpg,39180.jpg
2665,34861,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Vans Men Era Grey Shoes,http://assets.myntassets.com/v1/images/style/properties/637030c279a66196db7aa13ee458bdaa_images.jpg,34861.jpg
11175,2545,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2011,Casual,Numero Uno Men's Casual Red Flip Flop,http://assets.myntassets.com/v1/images/style/properties/b0b753eb60c3c099fad297208d72caf6_images.jpg,2545.jpg
35011,55152,Women,Personal Care,Nails,Nail Polish,Purple,Spring,2017,Casual,Lakme True Wear Freespirit Nail Polish N236,http://assets.myntassets.com/v1/images/style/properties/Lakme-True-Wear-Freespirit-Nail-Polish-N236_9eb15edd1a15beef5332f8c8d84e7570_images.jpg,55152.jpg
386,22359,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,John Players Men Check Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/d839e1d71382ca6708416dbf6bfa9054_images.jpg,22359.jpg
38943,22977,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Fila Men White Galaxy Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/4306c277639d79bd2fc6caec91cffdeb_images.jpg,22977.jpg
23509,9690,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Classic Polo Men Ikon Green Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/a6e1801e8270acbaad9a434af89cc625_images.jpg,9690.jpg
1257,25186,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Lino Perros Women Leatherette Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Leatherette-Brown-Handbag912ae28600f365c85b9f8bcae0a0af87_images.jpg,25186.jpg
32684,24515,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011,Ethnic,Mother Earth Women Orange Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/57b66e7e7ffaa7e95909d433c09f8fb6_images.jpg,24515.jpg
24561,12955,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Men Sports Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/1d2a9c484330c7a465ab1b99a7605afd_images.jpg,12955.jpg
42275,28483,Men,Apparel,Topwear,Tshirts,Purple,Fall,2012,Casual,Urban Yoga Men Purple Tshirt,http://assets.myntassets.com/v1/images/style/properties/Urban-Yoga-Men-Purple-Tshirt_386a5c286eed24ae62915fc44df94d36_images.jpg,28483.jpg
36466,45198,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,CASIO ENTICER Women White Dial Analogue Watch A653,http://assets.myntassets.com/v1/images/style/properties/Casio-Women-Sliver-Dial-Watch_33c55c87e5c4e7792bbd48e6316c71da_images.jpg,45198.jpg
21179,35567,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012,Formal,Arrow Men Brown Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/16dbf6bdf31fa3c24051e11c29211c67_images.jpg,35567.jpg
33917,53037,Women,Apparel,Saree,Sarees,Red,Fall,2012,Ethnic,FNF Red Printed Sari,http://assets.myntassets.com/v1/images/style/properties/Fashion-N-Fabrics-Printed-Red-Sari_f88aca1fe8f96c6021d37c7e72fc7e6a_images.jpg,53037.jpg
43574,40564,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Women White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/e48d26bbd703ef9fa8ac5d61b05d62c6_images.jpg,40564.jpg
42865,55884,Women,Personal Care,Nails,Nail Polish,Skin,Spring,2017,Casual,Colorbar Exclusive Nail Lacquer 40,http://assets.myntassets.com/assets/images/55884/2019/1/10/213275af-36af-46f2-8eed-bd01c521dd441547124703141-Colorbar-Exclusive-Nail-Lacquer-40-6491547124703016-1.jpg,55884.jpg
18664,15353,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Tape Men Casual Black Shoes,http://assets.myntassets.com/v1/images/style/properties/1cdc142a577df9d5cd87ad4e6e4f60a8_images.jpg,15353.jpg
1669,20833,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012,Formal,Clarks Men Black Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/7fbee63ac47052f962bd5f25aa8652b8_images.jpg,20833.jpg
14947,51399,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Myntra Men Blue Check Shirt,http://assets.myntassets.com/v1/images/style/properties/b460aca036f8c172c51c526bc1b6afc1_images.jpg,51399.jpg
31941,33755,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Vero Moda Women Green Top,http://assets.myntassets.com/v1/images/style/properties/80e3eca0bf2616d7427c20b2e10134cb_images.jpg,33755.jpg
32058,38385,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Peter England Men Black Belt,http://assets.myntassets.com/v1/images/style/properties/a132c49a3f3596ca66bd40baca3050e3_images.jpg,38385.jpg
18553,24845,Men,Apparel,Topwear,Jackets,Beige,Summer,2015,Casual,Wildcraft Men Wind Cheaters Beige Jacket,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Men-Wind-Cheaters-Beige-Jacket_6879a7bf581960e209c5c1a729ee1be0_images.jpg,24845.jpg
10317,56537,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,Casual,Streetwear Women Satin Smooth Cherry Crush Lipstick o9,http://assets.myntassets.com/v1/images/style/properties/Streetwear-Women-Satin-Smooth-Cherry-Crush-Lipstick-o9_f53a79e5cb757c4d5a337df7085d390f_images.jpg,56537.jpg
43735,22322,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Wildcraft Women Solid Blue Tshirt,http://assets.myntassets.com/v1/images/style/properties/5383f8d6ddb2145955feace80fe3682c_images.jpg,22322.jpg
2314,55851,Women,Personal Care,Nails,Nail Polish,Blue,Spring,2017,Casual,Colorbar Pro Magnificent Sea Nail Lacquer 037,http://assets.myntassets.com/assets/images/55851/2019/1/10/5db9b9d5-355c-4322-a623-c895fc9a851d1547123504978-Colorbar-Pro-Magnificent-Sea-Nail-Lacquer-037-41515471235049-1.jpg,55851.jpg
15354,36664,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Paridhan Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/8e585d2d2a337fad58832cdfc089c470_images.jpg,36664.jpg
19568,25300,Women,Accessories,Wallets,Wallets,Tan,Winter,2015,Casual,Lino Perros Women Leather Tan Wallet,http://assets.myntassets.com/v1/images/style/properties/e19db22a8a2ef3d19711c1e3bc52cbf8_images.jpg,25300.jpg
26783,13082,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/0205a04844b98a32163ee12db5c5a6e9_images.jpg,13082.jpg
6782,25251,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual,Lino Perros Women Leatherette Orange Handbag,http://assets.myntassets.com/v1/images/style/properties/108db57306bc586e54a5839ebb6679de_images.jpg,25251.jpg
10669,5928,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,ADIDAS Women Court Sequence Black Shoe,http://assets.myntassets.com/v1/images/style/properties/5671cfa125142ecf52292c91b50da9ef_images.jpg,5928.jpg
29730,27962,Men,Apparel,Innerwear,Trunk,White,Fall,2018,Casual,Jockey Men White SPORT PERFORMANCE Trunks SP08,http://assets.myntassets.com/assets/images/27962/2018/10/16/fb5d7025-cd68-4352-b519-679c6c3ef99e1539672400430-Jockey-Men-White-SPORT-PERFORMANCE-Trunks-SP08-7261539672398-1.jpg,27962.jpg
27039,31122,Girls,Apparel,Topwear,Tops,White,Summer,2012,Casual,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/aa5db411e82b2cedfa6e956050fa2fbd_images.jpg,31122.jpg
8070,50604,Men,Apparel,Innerwear,Trunk,Red,Summer,2016,Casual,Chromozome Men Red Trunks,http://assets.myntassets.com/v1/images/style/properties/64a8b414437e4c62b8828393c60a4038_images.jpg,50604.jpg
32583,55112,Women,Personal Care,Makeup,Compact,Skin,Spring,2017,Casual,Lakme Perfect Radiance Intense Whitening 01 Compact,http://assets.myntassets.com/v1/images/style/properties/Lakme-Perfect-Radiance-Intense-Whitening-01-Compact_4b17f81a6504768c489c9be467249c29_images.jpg,55112.jpg
13038,49554,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Rocia Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/a749537bcc94bfbf4431a979945768fc_images.jpg,49554.jpg
27504,11146,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Indigo Nation Men Bling Purple Shirts,http://assets.myntassets.com/v1/images/style/properties/317bbfdcf67cee3d129ae82e1cfee08e_images.jpg,11146.jpg
16967,21931,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,BIBA Women Printed Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/93af1a9c9b2b026d2ac6e4299629fdd0_images.jpg,21931.jpg
16459,45159,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO ENTICER Men Black Dial Watch A513 MTD-1068B-1A2VDF,http://assets.myntassets.com/v1/images/style/properties/6ebc0a76036290da47acafb8b46d1f59_images.jpg,45159.jpg
5193,31715,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,http://assets.myntassets.com/v1/images/style/properties/50df277efb7f30aca10c6cd8262be2e8_images.jpg,31715.jpg
35310,5103,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,2011,Sports,Reebok Women Easytone Raceon Silver Shoe,http://assets.myntassets.com/v1/images/style/properties/b0f875cdeee192295a9e86c0b7af4a09_images.jpg,5103.jpg
20392,10826,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Wrangler Men White Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/87045f5ee1b96f6173dba06bd5d54968_images.jpg,10826.jpg
34059,46976,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Bulchee Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/9606d5bf24f7b7be1cbb60fe4f7a9741_images.jpg,46976.jpg
39599,8334,Boys,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Doodle Boy's Touring Championship Green Black Kidswear,http://assets.myntassets.com/v1/images/style/properties/94bf8c2d9e6b8160a8b2af2906287df2_images.jpg,8334.jpg
5617,57812,Women,Apparel,Dress,Jumpsuit,Brown,Summer,2012,Casual,United Colors of Benetton Women Brown Jumpsuit,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Brown-Jumpsuit_9ff894a2f5e27cf8d39acece212eaa6f_images.jpg,57812.jpg
42223,27858,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Scullers For Her Check Purple Shirt,http://assets.myntassets.com/v1/images/style/properties/30681820270dabed2a8847eaa175af7b_images.jpg,27858.jpg
2003,54519,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012,Casual,F Sports Men Navy Blue Vito Shoes,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-Navy-Blue-Vito-Sports-Shoes_47eee676e62fa156ca3f96052ee2b26c_images.jpg,54519.jpg
41942,12970,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men Response Team White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/da158a2eaa9107c63fd252bbe67bacb2_images.jpg,12970.jpg
26508,5055,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Fila Men's Rakett Black Shoe,http://assets.myntassets.com/v1/images/style/properties/Fila-Mens-Rakett-Black-Shoe_fb64798a66ab8f4b154641df6417ae7a_images.jpg,5055.jpg
20811,31908,Women,Apparel,Innerwear,Briefs,Navy Blue,Summer,2015,Casual,Heart 2 Heart Women Navy Blue Briefs H2H-8-2011,http://assets.myntassets.com/v1/images/style/properties/cb080f802559c324e90c9aed54484560_images.jpg,31908.jpg
7640,39801,Men,Apparel,Topwear,Shirts,Blue,Spring,2013,Formal,Peter England Men Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/Peter-England-Men-Blue-Shirt_491e0a2c5c370c8ccf481014a8b55b5c_images.jpg,39801.jpg
40213,15760,Men,Apparel,Innerwear,Innerwear Vests,Orange,Summer,2016,Casual,Facit Men Square Neck Orange Innerwear Vest,http://assets.myntassets.com/v1/images/style/properties/1858b89c691a4cadb824295839aac043_images.jpg,15760.jpg
36284,32657,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Race Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/bf6b8ca0d79364822d9b1291f8a36124_images.jpg,32657.jpg
22154,35182,Women,Accessories,Bags,Backpacks,Pink,Summer,2015,Casual,Wildcraft Women Pink Backpack,http://assets.myntassets.com/v1/images/style/properties/2871e2bb771c569ad82a676105c93f83_images.jpg,35182.jpg
34774,28159,Men,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016,Casual,Ray-Ban Men Aviator Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Ray-Ban-Men-Aviator-Sunglasses351e12e5ecaab265deed54d7cdcb2e84_images.jpg,28159.jpg
8725,7845,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Men's Allegra Mid Black Silver Shoe,http://assets.myntassets.com/v1/images/style/properties/6c0c520453ee9e071c129e8aa9df4f36_images.jpg,7845.jpg
3067,38638,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Printed Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/079f18e9b597864f7208682fcabacc78_images.jpg,38638.jpg
38215,56180,Women,Personal Care,Makeup,Concealer,Skin,Spring,2017,Casual,Colorbar Soft Ivory Concealer 001,http://assets.myntassets.com/assets/images/56180/2019/1/11/e8ddf1e2-194e-479a-95fc-46cb6b534f7e1547199913805-Colorbar-Soft-Ivory-Concealer-001-9391547199913736-1.jpg,56180.jpg
26957,9206,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Women Corsica Tribal White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/f321ec308b90d52b590c72144a6f45d9_images.jpg,9206.jpg
29081,14524,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Formal,Mark Taylor Men Grey & White Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/4fdfdf896c0d62fed6137e3304ec3e71_images.jpg,14524.jpg
43758,5819,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,Puma Men's Sports White T-shirt,http://assets.myntassets.com/v1/images/style/properties/190979039ae66b45cf32e431f190cae7_images.jpg,5819.jpg
25479,30639,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012,Sports,Nike Women Tempo Purple Shorts,http://assets.myntassets.com/v1/images/style/properties/33d857e153bb1a4bb46e742d7446949e_images.jpg,30639.jpg
19596,19956,Men,Apparel,Topwear,Sweaters,Green,Spring,2013,Casual,United Colors of Benetton Men Green Sweater,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Green-Sweater_a0bf0419d021d55200201d62ed35dd7f_images.jpg,19956.jpg
27634,50404,Women,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Miss Sixty Purple Watch,http://assets.myntassets.com/v1/images/style/properties/Miss-Sixty-Purple-Watch_0fda47cd12bbc135129e3d6046a07fe2_images.jpg,50404.jpg
38418,31882,Women,Accessories,Stoles,Stoles,Orange,Summer,2012,Ethnic,Fabindia Women Mughal Printed Orange Stole,http://assets.myntassets.com/v1/images/style/properties/c3ce55a2de41e4669e5b17d0713f409b_images.jpg,31882.jpg
14440,37343,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,U.S. Polo Assn Boys Black T-Shirt,http://assets.myntassets.com/v1/images/style/properties/US-POLO-ASSN-Boys-Black-T-shirt_6c1598e8e868bc6902d7fa5c8f042e3a_images.jpg,37343.jpg
27942,35060,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Allen Solly Men Leather Brown Belt,http://assets.myntassets.com/v1/images/style/properties/7851396d4953736500ed06d220b8f732_images.jpg,35060.jpg
40792,18627,Men,Apparel,Topwear,Sweaters,Red,Fall,2011,Casual,Puma Men Striped Full Zip Red Sweaters,http://assets.myntassets.com/v1/images/style/properties/b958a033c01c5cd7063a42b76d2b66ed_images.jpg,18627.jpg
41404,23091,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Converse Men Oxford Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/46f4d8b1ffded79cda9ea79f346ec98d_images.jpg,23091.jpg
22038,43945,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Catwalk Women Brown Heels,http://assets.myntassets.com/v1/images/style/properties/9638fcd2eaf0e82d96c2d002f7b31635_images.jpg,43945.jpg
14147,19271,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Guess Men Chase Steel Watch,http://assets.myntassets.com/v1/images/style/properties/Guess-Men-Chase-Steel-Watch0bab7bbc083d7af62b3f70114c4921c4_images.jpg,19271.jpg
3044,17045,Men,Footwear,Sandal,Sandals,Brown,Spring,2013,Casual,Gas Men Aventura Sandal,http://assets.myntassets.com/v1/images/style/properties/423467d4533370ea6d8ad7317f09cb9f_images.jpg,17045.jpg
10862,39200,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/3bf1775fccd25ef9687c5978bee3bfdf_images.jpg,39200.jpg
6157,26623,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Puma Women BodyTrain Mesh Grid Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/8916649f568b9dedda640abaf48e9adb_images.jpg,26623.jpg
9728,33165,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Sepia Women Blue Top,http://assets.myntassets.com/v1/images/style/properties/bfd4d94d3c600260e1a8a3e26ce455a1_images.jpg,33165.jpg
35278,18736,Women,Apparel,Dress,Dresses,Red,Fall,2011,Casual,Arrow Woman Rima Red Dress,http://assets.myntassets.com/v1/images/style/properties/b42d6cad6e6d7bfa5839d924e5264f08_images.jpg,18736.jpg
14085,44014,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Police Women Pure London 50 ml Perfume,http://assets.myntassets.com/v1/images/style/properties/f8883d0db64e3a5ebfe8e0e77370f138_images.jpg,44014.jpg
22863,27220,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,Doodle Kids Girl Printed Purple Top,http://assets.myntassets.com/v1/images/style/properties/e4561515065b52cdd85ae6c2f8e4b8e6_images.jpg,27220.jpg
12812,45736,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Folklore Women Black Kurta,http://assets.myntassets.com/v1/images/style/properties/c8785d63c5172fa61ca4f8e8ccecce5e_images.jpg,45736.jpg
25612,45663,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016,Casual,Park Avenue Men Black Innerwear T-Shirt,http://assets.myntassets.com/v1/images/style/properties/Park-Avenue-Men-Black-Innerwear-Vest_d757cc52a4e40f46179eb435bb03b00c_images.jpg,45663.jpg
12307,3455,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Response Cushion Green White Shoe,http://assets.myntassets.com/v1/images/style/properties/af4d496181b987a52d39a3b9f43cf567_images.jpg,3455.jpg
27780,50609,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016,Casual,Chromozome Men Grey Brief,http://assets.myntassets.com/v1/images/style/properties/Chromozome-Men-Grey-Brief_5bcea84656345185b7ceee97faa6975a_images.jpg,50609.jpg
7959,54062,Men,Personal Care,Fragrance,Deodorant,Purple,Spring,2017,Casual,Fogg Men Royal Deo,http://assets.myntassets.com/v1/images/style/properties/Fogg-Women-Royal-Deo_4966d5d5e00cb44823241c2c5a43d34c_images.jpg,54062.jpg
24229,52820,Women,Accessories,Jewellery,Earrings,Maroon,Fall,2012,Casual,Adrika Maroon Earrings,http://assets.myntassets.com/v1/images/style/properties/Adrika-Maroon-Earrings_2c537c944d594ce2b4fe4d8a864cf4b0_images.jpg,52820.jpg
35099,33186,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,Sepia Women Purple Top,http://assets.myntassets.com/v1/images/style/properties/6235ff2df783e770f098cf5aacd96f05_images.jpg,33186.jpg
5819,36442,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Spinn Men Dozer Black Shoes,http://assets.myntassets.com/v1/images/style/properties/cd2866856f1acb4f49239ab4ea2689ef_images.jpg,36442.jpg
