,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image,filename,price
702,2843,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Mr.Men Men's Mr.Mischief Pink T-shirt,http://assets.myntassets.com/v1/images/style/properties/9972e0224ec65fe016e2703e8576475a_images.jpg,2843.jpg,145.0
2976,20859,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,United Colors of Benetton Women Casual Brown Sunglasses,http://assets.myntassets.com/v1/images/style/properties/018080d4037f52c7459ab69d9a152496_images.jpg,20859.jpg,105.0
6095,46190,Women,Accessories,Jewellery,Jewellery Set,Brown,Winter,2015,Casual,Adrika Women Brown Teracotta Jewellery Set,http://assets.myntassets.com/v1/images/style/properties/109eb854c302c0a8cfb6d2446f752c74_images.jpg,46190.jpg,195.0
2709,9096,Unisex,Footwear,Shoes,Casual Shoes,Blue,Fall,2011,Casual,Converse Unisex Ct As Star Chevron Hi Blue Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/1fa0f65a2a08a7bcfb1fa563709b28a1_images.jpg,9096.jpg,100.0
489,51694,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Van Heusen Unisex Sunglasses VH216-C2,http://assets.myntassets.com/v1/images/style/properties/Van-Heusen-Unisex-Brown-Sunglasses_c9daa6b4b86307e4a8ce1f4576923e67_images.jpg,51694.jpg,155.0
4672,3308,Men,Footwear,Shoes,Sports Shoes,White,Spring,2011,Sports,Asics Men's Gel Cushioning Running White Black Yellow Shoe,http://assets.myntassets.com/v1/images/style/properties/3ad2891fc7b6eb03276bae0a9b85d73d_images.jpg,3308.jpg,30.0
768,29125,Women,Accessories,Eyewear,Sunglasses,White,Winter,2016,Casual,Vogue Women White Sunglasses,http://assets.myntassets.com/v1/images/style/properties/9f4e03cbd7c16ee4a0c6c6a8ff166c49_images.jpg,29125.jpg,35.0
6138,9923,Unisex,Accessories,Bags,Handbags,Black,Fall,2011,Casual,Puma Unisex Dazzle Shopper Black Bags,http://assets.myntassets.com/v1/images/style/properties/0fcc3ac6c95bb41e9346fa68f35a905d_images.jpg,9923.jpg,160.0
5726,10510,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Flying Machine Women RN HS Grey Tshirts,http://assets.myntassets.com/v1/images/style/properties/853d8041ddcf3d1e84155b22044659d4_images.jpg,10510.jpg,135.0
842,2616,Women,Footwear,Shoes,Flats,Gold,Fall,2010,Sports,Carlton London Women Gold Wedge Sandal,http://assets.myntassets.com/v1/images/style/properties/9dc47ec74ce6e5a62d67cbcdbd89898d_images.jpg,2616.jpg,130.0
5171,32190,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2012,Sports,ADIDAS Women Duramo Pink Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/cfbc67e3e9676cf5f164716ff473604b_images.jpg,32190.jpg,100.0
4376,39327,Girls,Apparel,Bottomwear,Leggings,Green,Summer,2012,Casual,Gini and Jony Girls Green Leggings,http://assets.myntassets.com/v1/images/style/properties/03f85fe2045d6874c29c0818e6f5f57e_images.jpg,39327.jpg,110.0
841,27074,Women,Footwear,Shoes,Flats,Blue,Winter,2015,Casual,Catwalk Women Blue Casual Flats,http://assets.myntassets.com/v1/images/style/properties/1dbabb93c7e0219a6ef095bb9317990b_images.jpg,27074.jpg,180.0
427,17876,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,Levis Men Comfort Style Grey Innerwear Vest,http://assets.myntassets.com/v1/images/style/properties/6ad5930365254d23fcfd8aaabe39d7fd_images.jpg,17876.jpg,80.0
450,15379,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Fila Men Lobato Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/593368a3e9649a12de803e50fa2ed17a_images.jpg,15379.jpg,225.0
4440,32951,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,ADIDAS Neo Men Court Sequence Mid Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/b837a4328c1e64284d4b51bd95a57858_images.jpg,32951.jpg,210.0
9274,11430,Women,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,United Colors of Benetton Women Brown T-shirt,http://assets.myntassets.com/v1/images/style/properties/5d7d95165819917633f4658d67f9ced0_images.jpg,11430.jpg,140.0
9466,16420,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Levi's Men Stripes White Tshirts,http://assets.myntassets.com/v1/images/style/properties/65db5464c82bfdd50a018a35b7d398e2_images.jpg,16420.jpg,135.0
2632,48513,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,French Connection Women Black Top,http://assets.myntassets.com/v1/images/style/properties/44b242581628e25fc0144de2af18d9fc_images.jpg,48513.jpg,35.0
3485,1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Inkfruit Mens Little Bit More T-shirt,http://assets.myntassets.com/v1/images/style/properties/d45e7b919a13c9c2e8b2f78eb275bd9d_images.jpg,1853.jpg,215.0
3107,52489,Women,Apparel,Innerwear,Camisoles,Skin,Winter,2015,Casual,Red Rose Beige Camisole,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Beige-Bra_e8b8322bc79f7ec3508325dbf0c30f8b_images.jpg,52489.jpg,140.0
6894,56367,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual,Police Men Moving Out 50 ml Perfume,http://assets.myntassets.com/v1/images/style/properties/Police-Men-Moving-Out-50-ml-Perfume_08c78d42f9c50536a0ffecce4c04c856_images.jpg,56367.jpg,170.0
6321,10348,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,United Colors of Benetton Women Printed Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/083497b944fc6d7926ba3cf1cfeaf729_images.jpg,10348.jpg,130.0
8794,39896,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,ADIDAS Women Blue Adi Light Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/8fc4779b44539f061e75c27b4c7554c8_images.jpg,39896.jpg,110.0
1737,22760,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,BIBA Women Solid Navy Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/ecaf26af5a1d512051c9b8f1c6ec264d_images.jpg,22760.jpg,115.0
7186,55971,Women,Personal Care,Lips,Lipstick,Red,Spring,2017,Casual,Colorbar Velvet Matte Pretty Please 1 Lipstick 79V,http://assets.myntassets.com/assets/images/55971/2019/1/11/43d84414-74b4-4a5e-abe4-35f7768a91901547189954422-Colorbar-Velvet-Matte-Pretty-Please-1-Lipstick-79V-460154718-1.jpg,55971.jpg,50.0
3901,51659,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fossil Men Black Dial Watch AM4385,http://assets.myntassets.com/assets/images/51659/2016/5/20/11463745862781-Fossil-Men-Black-Dial-Watch-AM4385-4231463745862645-1.jpg,51659.jpg,90.0
7180,5916,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,ADIDAS Women Daily Black Shoe,http://assets.myntassets.com/v1/images/style/properties/7554a534f5cb03828b674c37a68a8f84_images.jpg,5916.jpg,160.0
2218,3336,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports,ADIDAS Men's Mumbai Indians Rage Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/1559631f6b62a3c8578c7fe739ac5082_images.jpg,3336.jpg,115.0
3622,51037,Women,Apparel,Innerwear,Briefs,White,Summer,2017,Casual,Enamor Women White and Pink Briefs,http://assets.myntassets.com/v1/images/style/properties/2a8c4ad943736caa507e7a9ff5d5665e_images.jpg,51037.jpg,205.0
6475,54007,Women,Accessories,Bags,Handbags,Grey,Summer,2012,Casual,Kiara Women Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/Kiara-Women-Grey-Handbag_3d6f10aad8cb247d39ea1e6e2c02d6df_images.jpg,54007.jpg,50.0
3656,10063,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Puma Men spine tee Yellow Tshirts,http://assets.myntassets.com/v1/images/style/properties/326621cc6459c808536e5229782ea491_images.jpg,10063.jpg,50.0
3605,12162,Women,Apparel,Bottomwear,Leggings,Green,Fall,2011,Ethnic,Aurelia Women Solid Blue Leggings,http://assets.myntassets.com/v1/images/style/properties/5c966372ea55d6c79165c24a500148d6_images.jpg,12162.jpg,185.0
8291,43841,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012,Ethnic,Royal Diadem Red Earrings,http://assets.myntassets.com/v1/images/style/properties/10f5614a5750659b230ce144a0fcd3ae_images.jpg,43841.jpg,135.0
7250,43474,Men,Footwear,Shoes,Casual Shoes,Mustard,Summer,2012,Casual,Woodland Men Mustard Shoes,http://assets.myntassets.com/v1/images/style/properties/73e6fb7700c7968a3ce21fe5f7ab45af_images.jpg,43474.jpg,165.0
1543,49864,Unisex,Accessories,Watches,Watches,Purple,Winter,2016,Casual,Q&Q Kids Unisex Purple Digital Watch,http://assets.myntassets.com/v1/images/style/properties/6b59a22a422f5ffa6ea7bc655e7525c0_images.jpg,49864.jpg,55.0
6141,4264,Women,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Jealous 21 Women's Always Late But Burgundy Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/2f67960ac22dad368a57cb3d8237c0cb_images.jpg,4264.jpg,90.0
8452,52766,Women,Accessories,Bags,Handbags,Black,Fall,2012,Casual,Fiorelli Women Black Leather Handbag,http://assets.myntassets.com/v1/images/style/properties/8d355656ec4b4c3fd833baab5100479c_images.jpg,52766.jpg,110.0
232,25520,Girls,Apparel,Topwear,Tops,White,Fall,2011,Casual,Doodle Kids Girls City Chic White Top,http://assets.myntassets.com/v1/images/style/properties/416f7bd57546242fd72a817de0d517e5_images.jpg,25520.jpg,195.0
1281,34000,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Femella Women Black Top,http://assets.myntassets.com/v1/images/style/properties/c3fab05d9c47f4f772da93244c86d57d_images.jpg,34000.jpg,45.0
2238,19987,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,United Colors of Benetton Women Solid Blue Top,http://assets.myntassets.com/v1/images/style/properties/69d7f1f304bfb93b0389d6ec08d9ca55_images.jpg,19987.jpg,200.0
8430,4092,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Classic Polo Men's Purple With Orange White T-shirt,http://assets.myntassets.com/v1/images/style/properties/739f297c7a61193f607909f0a736466b_images.jpg,4092.jpg,150.0
6629,33905,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Citizen Men White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/15db258595fe5056e36799b2072a8f99_images.jpg,33905.jpg,100.0
7199,34348,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Myntra Men Purple T-shirt,http://assets.myntassets.com/v1/images/style/properties/Myntra-Men-Purple-T-shirt_0485411136eeb06c8698c6c1af88fe21_images.jpg,34348.jpg,130.0
7832,43825,Women,Accessories,Jewellery,Earrings,Purple,Summer,2012,Casual,Royal Diadem Purple Earrings,http://assets.myntassets.com/v1/images/style/properties/d178b50580303f822c1f2f820294c6a4_images.jpg,43825.jpg,100.0
2107,50376,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Woodland Men Black Shoes,http://assets.myntassets.com/v1/images/style/properties/b461fc48013e9b45540fe64e99188c9d_images.jpg,50376.jpg,50.0
4666,5662,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,Tantra Men's Absolut Bangalore Mustard T-shirt,http://assets.myntassets.com/v1/images/style/properties/65036a762c768564a9a59786c6ea0919_images.jpg,5662.jpg,165.0
7815,44832,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Black Logo T-shirt,http://assets.myntassets.com/v1/images/style/properties/9a698e51d7263b6615585cb60f4990a6_images.jpg,44832.jpg,100.0
5462,9267,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Scul Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/0ff528354107a6d551864e2856298d8a_images.jpg,9267.jpg,25.0
9421,44894,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Puma Men Red T-shirts,http://assets.myntassets.com/v1/images/style/properties/fab6ec0f63c571249aa8ca0eeec75010_images.jpg,44894.jpg,120.0
6286,29808,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Basics Men Blue Checked Slim Fit Shirt,http://assets.myntassets.com/v1/images/style/properties/ea9be8fd010769e46586b724dc5645ab_images.jpg,29808.jpg,205.0
6979,1787,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Lotto Men Court Logo White-Silver Shoe,http://assets.myntassets.com/v1/images/style/properties/e57147ef28336ef367569a98fb2ec3da_images.jpg,1787.jpg,80.0
3261,3167,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women Main Draw White Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/82507926a02671be58e238ab26c5a1a3_images.jpg,3167.jpg,175.0
251,7167,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers Men Scul Purple White Shirt,http://assets.myntassets.com/v1/images/style/properties/11dcaeada4fab2e575c449e922425c5d_images.jpg,7167.jpg,120.0
5302,17223,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,United Colors of Benetton Women Funky Eyewear Black Sunglasses,http://assets.myntassets.com/v1/images/style/properties/5e4603afdcbd47ba4cecc9e3f4e02e53_images.jpg,17223.jpg,70.0
4738,41008,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Gini and Jony Girls Woven Navy Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/953dfcc043c31b66c5b1be3b0778d8d8_images.jpg,41008.jpg,25.0
9600,32641,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012,Sports,Nike Women Orange Striped Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/28471c3c4533e246d164cdb9b5178a2c_images.jpg,32641.jpg,170.0
6522,38945,Girls,Apparel,Topwear,Tops,White,Summer,2012,Casual,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/8eec0347ac13be340a3a1abb22dd24d5_images.jpg,38945.jpg,180.0
9059,55915,Women,Personal Care,Nails,Nail Polish,Silver,Spring,2017,Casual,Colorbar Steel Etto Nail Lacquer 64,http://assets.myntassets.com/assets/images/55915/2019/1/11/b8a0783e-7e05-4ce9-9df6-cf91bb3908cd1547188065122-Colorbar-Steel-Etto-Nail-Lacquer-64-8521547188064799-1.jpg,55915.jpg,155.0
8955,29467,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Giordano Men Silver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/4b94ae7baf94a85ed335cb3c324230eb_images.jpg,29467.jpg,30.0
5766,28920,Men,Accessories,Bags,Laptop Bag,Black,Summer,2012,Casual,Cabarelli Men Black Laptop Bag,http://assets.myntassets.com/v1/images/style/properties/d8cbb0322318baa603f06433683daf8f_images.jpg,28920.jpg,75.0
7548,59541,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual,Lucera Silver Earrings,http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Earrings_9723e33cae62ca627b13f44c0d7d0288_images.jpg,59541.jpg,75.0
8997,15893,Girls,Footwear,Shoes,Casual Shoes,Grey,Winter,2012,Casual,Warner Bros Kids Girls TW Net Face Canvas Grey Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/e451454773fae72d80b5282ed85a9589_images.jpg,15893.jpg,120.0
8559,26613,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Puma Men Complete Itana 2 Grey Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/0105143d181e5c6d124d02e3f745a54b_images.jpg,26613.jpg,90.0
4932,41233,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Puma Men White Aquil Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/58b3a748a5d62f503ffd41667422df61_images.jpg,41233.jpg,100.0
2800,16960,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Image Men Classic Eyewear Black Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Image-Men-Classic-Eyewear-Black-Sunglasses2e061aa89040d37f05744930632f8fc8_images.jpg,16960.jpg,25.0
8087,36416,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Spinn Men Abzorb X Black Shoes,http://assets.myntassets.com/v1/images/style/properties/94459fdcbe4df79daeb7a4f607432319_images.jpg,36416.jpg,120.0
2481,50385,Women,Apparel,Bottomwear,Salwar and Dupatta,Pink,Fall,2012,Ethnic,Vishudh Women Pink Salwar and Dupatta,http://assets.myntassets.com/v1/images/style/properties/Vishudh-Women-Pink-Salwar-and-Dupatta_0490cabd124df4ae2a826af306b2c094_images.jpg,50385.jpg,205.0
2633,23822,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012,Casual,Puma Men Breeze Red Flip Flops,http://assets.myntassets.com/v1/images/style/properties/982e0bf3c351aa407d629531c0a249cc_images.jpg,23822.jpg,180.0
8770,17537,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011,Formal,Mark Taylor Men Yellow & Blue Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/8a5ba0d1999be58335858255dbde2495_images.jpg,17537.jpg,225.0
8094,41776,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Remanika Women Green Top,http://assets.myntassets.com/v1/images/style/properties/14a53c52a7efd64b85b9125627b3af5b_images.jpg,41776.jpg,80.0
6942,32848,Women,Footwear,Shoes,Flats,Pink,Winter,2012,Casual,Grendha Women Romance Pink Flats,http://assets.myntassets.com/v1/images/style/properties/6a61aa0a1f13e670c36ff0e9d0485a49_images.jpg,32848.jpg,220.0
4680,40778,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Quiksilver Men Black Flip Flops,http://assets.myntassets.com/v1/images/style/properties/cbe97f9c9486c3cd2a90881d9c77b7da_images.jpg,40778.jpg,85.0
7377,56152,Women,Personal Care,Eyes,Kajal and Eyeliner,Purple,Spring,2017,Casual,Colorbar I-Glide Amethyst Spark Eye Pencil 011,http://assets.myntassets.com/assets/images/56152/2019/1/11/18b87dc4-24c0-4816-bf91-62422c247fe61547198442390-Colorbar-I-Glide-Amethyst-Spark-Eye-Pencil-011-3381547198442-1.jpg,56152.jpg,155.0
4006,14430,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Enroute Women Casual Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/66af9eb6bc24d0df733d75b789c05e38_images.jpg,14430.jpg,130.0
2659,17019,Women,Footwear,Shoes,Flats,Brown,Fall,2013,Casual,Rocia Women Casual Brown Sandal,http://assets.myntassets.com/v1/images/style/properties/5495534f33a5f100dbff02a62b0c4352_images.jpg,17019.jpg,215.0
4552,51407,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Myntra Men Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/Myntra-Men-Blue-Shirt_bd67c41352d63139c1eb3b8fe50a1a76_images.jpg,51407.jpg,175.0
5500,48032,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Nautica Men Black Dial Chronograph Watch,http://assets.myntassets.com/v1/images/style/properties/Nautica-Men-Black-Chronograph-Watch_d4ac3e8645b8aff1e36a1c0932df4017_images.jpg,48032.jpg,185.0
2908,37684,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012,Casual,American Tourister Unisex Blue Backpack,http://assets.myntassets.com/v1/images/style/properties/392aa373328da0394c2ddc5896a4060b_images.jpg,37684.jpg,170.0
7797,20913,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Deni Yo Men Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/17af8003001ee52e65b7c5975e0bcdc0_images.jpg,20913.jpg,105.0
9620,7083,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,Wildcraft Alfa Unisex Black Backpack,http://assets.myntassets.com/v1/images/style/properties/c69ee7e78028d1815a7964efbf2b94d2_images.jpg,7083.jpg,105.0
137,16392,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Levis Men Check Red Shirts,http://assets.myntassets.com/v1/images/style/properties/9584fab8cde60a77e797973020e5c91d_images.jpg,16392.jpg,205.0
9621,12848,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011,Casual,Ant Kids Check Blue Skirts,http://assets.myntassets.com/v1/images/style/properties/e2c32343362b30a9bb4c28ebd983022c_images.jpg,12848.jpg,120.0
8677,13538,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2012,Casual,Carlton London Men Casual Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/a123a02879d4304c2f8d8c22511974f0_images.jpg,13538.jpg,190.0
4725,26932,Women,Apparel,Topwear,Tops,Off White,Summer,2012,Casual,Jealous 21 Women Off White Top,http://assets.myntassets.com/v1/images/style/properties/3ff9597bd1c915d266cdd97ebb2f53d0_images.jpg,26932.jpg,160.0
2542,57154,Women,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012,Casual,Elle Women Grey Melange T-shirt,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Grey-Melange-T-shirt_ff5c6cc4af1cbc6b6cb5a410161a9568_images.jpg,57154.jpg,110.0
4896,6025,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,UCB Women's Epaulettes Sleeve Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/9f4ba593976885b1b829f80573eaa755_images.jpg,6025.jpg,105.0
1650,50982,Women,Apparel,Loungewear and Nightwear,Robe,Maroon,Summer,2017,Casual,Enamor Women Maroon Robe,http://assets.myntassets.com/v1/images/style/properties/c8a1a504ce8d77131881c7a93ceacbdd_images.jpg,50982.jpg,190.0
8909,2150,Men,Apparel,Topwear,Tshirts,White,Spring,2011,Casual,Basics Men Yellow Striped Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/1b337d18c769bea89dc4336427275758_images.jpg,2150.jpg,110.0
105,9694,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Classic Polo Men Vulcan White Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/9b9622c9c440e59a67c876cf07706f3c_images.jpg,9694.jpg,45.0
30,37812,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Formal,John Players Men Navy Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/3af9f145845d8453a066322de35980af_images.jpg,37812.jpg,40.0
1989,39125,Women,Apparel,Bottomwear,Leggings,Purple,Fall,2012,Casual,Aneri Women Purple Leggings,http://assets.myntassets.com/v1/images/style/properties/dfe50f74b71041bdd036f68bd6042bd1_images.jpg,39125.jpg,155.0
2234,30603,Boys,Apparel,Bottomwear,Shorts,Maroon,Summer,2012,Sports,Nike Boys Basketball Red Shorts,http://assets.myntassets.com/v1/images/style/properties/fb545a86912235fbd568a93f7fb3f12d_images.jpg,30603.jpg,100.0
7539,13599,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016,Casual,Hanes Men Half Sleeve Crew Pack of 3 Red Innerwear T-shirts,http://assets.myntassets.com/v1/images/style/properties/b7d03b44f96a0bd42878553e0b67b715_images.jpg,13599.jpg,135.0
7682,3471,Men,Accessories,Headwear,Caps,Black,Fall,2010,Sports,ADIDAS Men Adipure Black Cap,http://assets.myntassets.com/v1/images/style/properties/b4ff4962b8ff5ae13492a719e1d3079d_images.jpg,3471.jpg,55.0
14,46885,Boys,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2012,Casual,Ben 10 Boys Navy Blue Slippers,http://assets.myntassets.com/v1/images/style/properties/5cab6a2305d0e63142f721228aa6d293_images.jpg,46885.jpg,75.0
2193,9268,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Scullers Men White Check Shirt,http://assets.myntassets.com/v1/images/style/properties/ece8a47407fece07bda02acc0317119c_images.jpg,9268.jpg,150.0
4771,58317,Men,Accessories,Socks,Socks,White,Summer,2016,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-White-Pack-of-3-Socks_f42b7eafae802e7bb4cff15cb0d51292_images.jpg,58317.jpg,115.0
7275,55175,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017,Casual,Lakme Absolute Fast & Fabulous Wicked Pink Nail Polish 22,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Fast---Fabulous-Wicked-Pink-Nail-Polish-22_5672f849c637ceed6d1d45b27a6545e6_images.jpg,55175.jpg,220.0
2683,33876,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Citizen Men Black Dial Chronograph Watch,http://assets.myntassets.com/v1/images/style/properties/9410aff4a41c6c2a5bda554eb236e2ed_images.jpg,33876.jpg,25.0
7004,43225,Women,Apparel,Bottomwear,Capris,Beige,Fall,2012,Casual,United Colors of Benetton Women Beige Capri,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Beige-Capri_bc2b06e91abd3ff959625b91359597ab_images.jpg,43225.jpg,145.0
3607,9833,Women,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Little Miss Women Printed Olive Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/45e9de20c32722d48ec88147e8f75cc0_images.jpg,9833.jpg,125.0
2451,44785,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Lotto Men L500 FG White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/b76ddd2010ef12c342439f3491f56b73_images.jpg,44785.jpg,40.0
7498,57877,Women,Personal Care,Lips,Lip Care,Green,Spring,2017,Casual,Biotique Bio Lip Sunflower Balm,http://assets.myntassets.com/v1/images/style/properties/Biotique-Sunflower-Lip-Balm_5772f41d8b25633790a518d2dc046e96_images.jpg,57877.jpg,125.0
7875,9722,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Lee Men kansas cit Black Tshirts,http://assets.myntassets.com/v1/images/style/properties/6477dcd370116c95a4838a358a3f8517_images.jpg,9722.jpg,30.0
932,42241,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,Sepia Women Purple Top,http://assets.myntassets.com/v1/images/style/properties/0c065355d66e08df89726a61a839a248_images.jpg,42241.jpg,75.0
2479,23677,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Red Tape Men Cross Band Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/ac888d198ff6db5fbee75f6811915cf7_images.jpg,23677.jpg,205.0
1,39386,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Peter England Men Party Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/4850873d0c417e6480a26059f83aac29_images.jpg,39386.jpg,155.0
8870,43421,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Spykar Men Navy Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/01ddaf654bb9e58b1d3670672d311ab6_images.jpg,43421.jpg,35.0
4737,1807,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Quechua Men G1 Techfresh Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/4bd6a8d5d6545a89d7e4662b55efa71f_images.jpg,1807.jpg,200.0
6333,21292,Women,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016,Casual,Celine Dion Women Metalic Frame Sunglasses,http://assets.myntassets.com/v1/images/style/properties/80d5d90d958151ccd0d5741e97ae0876_images.jpg,21292.jpg,180.0
